label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
ㅐ,0.0,0.0,0.0,-0.13183506,-0.06126116,-0.045439716,-0.22538532,-0.24809466,-0.0704875,-0.22662066,-0.436693,-0.09811028,-0.17865375,-0.5652202,-0.1212073,-0.27346638,-0.47750184,-0.02954752,-0.31175065,-0.68465114,-0.06970719,-0.3238553,-0.8176894,-0.091659755,-0.32637224,-0.9389919,-0.10851434,-0.1842337,-0.5124268,-0.0330849,-0.19439162,-0.59841084,-0.11382041,-0.18403046,-0.4421498,-0.13192347,-0.18397279,-0.3742554,-0.124848716,-0.09682804,-0.5173796,-0.042864714,-0.098536275,-0.57574886,-0.12817802,-0.11022,-0.41279075,-0.11475677,-0.11808396,-0.32228377,-0.0809956,-0.013016236,-0.5070545,-0.056077875,-0.0035352511,-0.6928479,-0.11423657,-0.0044189976,-0.81077164,-0.1150689,-0.010426247,-0.9384353,-0.10164765
ㅐ,0.0,0.0,0.0,-0.14348684,-0.054350764,-0.034482613,-0.2465074,-0.24083452,-0.055264946,-0.2640492,-0.42451015,-0.08209915,-0.20331953,-0.5588911,-0.10501894,-0.24894956,-0.46808976,-0.018232727,-0.29124975,-0.6762665,-0.0647934,-0.30915773,-0.815709,-0.09198813,-0.3105293,-0.94399464,-0.1115601,-0.16553532,-0.50077254,-0.02750366,-0.20004079,-0.59571844,-0.11907985,-0.19479232,-0.42773134,-0.13659163,-0.17979448,-0.3430905,-0.12309726,-0.082232565,-0.50533736,-0.04256892,-0.11923115,-0.56538767,-0.12958692,-0.12963948,-0.3965217,-0.105791524,-0.11378634,-0.29886317,-0.060621478,-0.0006332647,-0.4948346,-0.06149707,0.0010860577,-0.6878823,-0.11784374,-0.011855727,-0.8076347,-0.11320827,-0.018482078,-0.9322202,-0.0936363
ㅐ,0.0,0.0,0.0,-0.1354445,-0.04872073,-0.044893857,-0.23952025,-0.22286005,-0.070481785,-0.2572023,-0.3968622,-0.099593826,-0.21138293,-0.53538173,-0.12502855,-0.26050138,-0.447334,-0.03534307,-0.31625947,-0.6631303,-0.082024455,-0.33680898,-0.803015,-0.10694844,-0.34206367,-0.93144476,-0.124109216,-0.17810231,-0.47622675,-0.040169537,-0.19963151,-0.5896009,-0.13452825,-0.19675134,-0.4383598,-0.15689857,-0.18651944,-0.3500959,-0.14770529,-0.0902613,-0.48486486,-0.050792873,-0.109113835,-0.57076466,-0.13994208,-0.123457775,-0.4040753,-0.12543714,-0.12445108,-0.2970672,-0.08748935,-0.008099641,-0.48042738,-0.06547657,-0.004031826,-0.67339945,-0.12635647,-0.013738935,-0.79811287,-0.1307488,-0.022284186,-0.92750764,-0.11808251
ㅐ,0.0,0.0,0.0,-0.13417727,-0.051704545,-0.03962686,-0.23661938,-0.22660403,-0.061264887,-0.25403422,-0.40135595,-0.086809054,-0.2050908,-0.534564,-0.108858265,-0.25934252,-0.4399928,-0.0327397,-0.32811108,-0.6574742,-0.0767353,-0.36073792,-0.79043937,-0.099658236,-0.37887308,-0.91811705,-0.11625938,-0.17667876,-0.47063822,-0.038393337,-0.19657628,-0.5892923,-0.1302393,-0.18932053,-0.44160205,-0.15090078,-0.17664148,-0.3549148,-0.14144377,-0.08944862,-0.48226044,-0.04926375,-0.11110101,-0.5683541,-0.13599573,-0.12105047,-0.40182436,-0.1208851,-0.1177799,-0.29512542,-0.08341688,-0.00795204,-0.48269945,-0.063629135,0.00022412655,-0.6745304,-0.12304375,-0.0062888996,-0.7996649,-0.12797783,-0.013317849,-0.9281335,-0.11667055
ㅐ,0.0,0.0,0.0,-0.12907073,-0.04149134,-0.053144086,-0.21909088,-0.20089895,-0.08284078,-0.22787714,-0.37374938,-0.112692416,-0.20037733,-0.50815487,-0.1387222,-0.2979383,-0.41471767,-0.051543042,-0.38139966,-0.62335604,-0.10060714,-0.42982534,-0.74620605,-0.12921926,-0.47140545,-0.86921215,-0.14915478,-0.20931645,-0.45909345,-0.05252433,-0.2180924,-0.5679245,-0.14832842,-0.19579929,-0.42520514,-0.17941959,-0.18730322,-0.34381297,-0.17735374,-0.117675826,-0.48024222,-0.058308728,-0.12328875,-0.54649585,-0.15029101,-0.12122941,-0.39138308,-0.14760539,-0.12712143,-0.2991404,-0.117650464,-0.034241226,-0.49132508,-0.06719191,-0.04421524,-0.67809165,-0.12457109,-0.057718694,-0.79497033,-0.1272567,-0.0787409,-0.91666794,-0.114138514
ㅐ,0.0,0.0,0.0,-0.11911258,-0.05899114,-0.05903421,-0.20140657,-0.2130249,-0.09567085,-0.19688503,-0.36994782,-0.13327028,-0.15031777,-0.49897647,-0.16752528,-0.24078701,-0.4694244,-0.05513238,-0.25613445,-0.69782275,-0.10362651,-0.24765867,-0.8351076,-0.12739219,-0.23825131,-0.9609029,-0.14107394,-0.15292533,-0.4842469,-0.055385742,-0.15498252,-0.5618459,-0.15120855,-0.15485369,-0.4198981,-0.18242316,-0.15829283,-0.34287372,-0.18130834,-0.0646824,-0.48277703,-0.06090911,-0.06457506,-0.54512197,-0.15951894,-0.082094416,-0.3900682,-0.15972161,-0.101084515,-0.29785606,-0.13053393,0.01679608,-0.47170684,-0.069422185,0.014610782,-0.6577537,-0.12972316,0.0062440606,-0.77839106,-0.13215546,-0.007485135,-0.90675855,-0.117561616
ㅐ,0.0,0.0,0.0,-0.13637555,-0.07914017,-0.040314466,-0.22785759,-0.2968449,-0.058695037,-0.24223253,-0.48568398,-0.08379896,-0.171022,-0.6144094,-0.104096845,-0.19008493,-0.50124264,-0.007586051,-0.22850342,-0.7271383,-0.0475491,-0.23819648,-0.8551082,-0.0629898,-0.22664729,-0.9715099,-0.06927856,-0.11208208,-0.5122341,-0.014571436,-0.15706092,-0.6411361,-0.1107435,-0.1738984,-0.49885273,-0.1350805,-0.15920828,-0.40596262,-0.11861724,-0.0316107,-0.5055566,-0.027634682,-0.0901723,-0.5997028,-0.11933303,-0.10858617,-0.43955374,-0.10798258,-0.08820062,-0.33296332,-0.06329657,0.046716943,-0.49305698,-0.044251334,0.04768107,-0.69598335,-0.0929509,0.0327127,-0.831003,-0.090496756,0.029090643,-0.95767957,-0.070250005
ㅡ,0.0,0.0,0.0,-0.116490826,-0.29721737,0.05575323,-0.3176401,-0.37557057,0.08243732,-0.45771065,-0.3185361,0.10267598,-0.5243482,-0.20377874,0.11679149,-0.44705716,-0.356235,-0.0035366947,-0.69931793,-0.34823686,0.015864057,-0.84063417,-0.32943067,0.032146834,-0.9498228,-0.31039655,0.03860838,-0.4753925,-0.17597449,-0.018417588,-0.6049221,-0.19214737,0.028021755,-0.5412897,-0.22281794,0.072189085,-0.47204828,-0.22561058,0.092298836,-0.4582843,-0.0075735445,-0.023026071,-0.54520303,-0.062426034,0.036384705,-0.49290293,-0.09627029,0.078892335,-0.41884542,-0.09551172,0.08933394,-0.42242008,0.12735981,-0.024637429,-0.46740848,0.06102526,0.035740163,-0.4314275,0.039268356,0.07779661,-0.3721022,0.04471041,0.099002086
ㅡ,0.0,0.0,0.0,-0.119619034,-0.273483,0.0826485,-0.3036554,-0.3489269,0.11556374,-0.42775083,-0.29292387,0.13440984,-0.48719874,-0.17222758,0.1454034,-0.44511995,-0.39916876,0.024752362,-0.6844382,-0.4042626,0.061512075,-0.82052124,-0.3911038,0.088276155,-0.92247343,-0.3729922,0.0995969,-0.48841298,-0.23535575,-0.007631191,-0.593678,-0.12657727,0.051434647,-0.51786757,-0.11651486,0.09200612,-0.44404668,-0.1330422,0.106140696,-0.47746837,-0.046532054,-0.025961969,-0.54394734,-0.00017495132,0.044138327,-0.4737924,-0.013153884,0.082910255,-0.4022399,-0.03437522,0.08592039,-0.44324657,0.10674713,-0.039164055,-0.45978603,0.116440654,0.028138772,-0.4055885,0.11106069,0.07178582,-0.34465507,0.09590757,0.092071556
ㅒ,0.0,0.0,0.0,-0.11114666,-0.06148819,-0.047769926,-0.17692883,-0.22227776,-0.081007995,-0.16845912,-0.38660258,-0.11549947,-0.09324233,-0.47276047,-0.14195994,-0.15794723,-0.45377398,-0.05621871,-0.19091481,-0.6627255,-0.09084944,-0.20042984,-0.78303707,-0.10621508,-0.21065739,-0.88001955,-0.11912037,-0.07448073,-0.4770489,-0.0623464,-0.064203754,-0.7059909,-0.121070094,-0.06368089,-0.8576407,-0.15922888,-0.058850497,-0.9813505,-0.18299688,0.0034693014,-0.45449334,-0.07172362,0.00075959216,-0.5575351,-0.1408458,-0.042392273,-0.43008456,-0.14511663,-0.07087485,-0.32803026,-0.1297974,0.078037284,-0.41188157,-0.0852788,0.13347973,-0.54780596,-0.14353828,0.18768883,-0.63591176,-0.16219987,0.23294327,-0.72666305,-0.16554224
ㅒ,0.0,0.0,0.0,-0.10794669,-0.05722486,-0.052139033,-0.1708034,-0.21943112,-0.08598665,-0.1682369,-0.37728652,-0.12066773,-0.09955516,-0.46467197,-0.1477088,-0.17186497,-0.44274202,-0.056723047,-0.20043159,-0.6473933,-0.09640487,-0.20579088,-0.7660921,-0.11566701,-0.20993312,-0.8639312,-0.12715018,-0.095480405,-0.47025877,-0.062094215,-0.10854979,-0.6936864,-0.12937275,-0.12406643,-0.8453404,-0.17169386,-0.13292328,-0.97208124,-0.19336373,-0.017777132,-0.45400944,-0.07079922,-0.02519902,-0.54388934,-0.14641233,-0.05212711,-0.3939251,-0.14391193,-0.07257435,-0.28566208,-0.11761173,0.059239358,-0.42316929,-0.08408823,0.08416227,-0.57690716,-0.13270657,0.110205576,-0.6773833,-0.1349291,0.1251445,-0.7840421,-0.12511285
ㅡ,0.0,0.0,0.0,-0.11993577,-0.22414078,0.03184728,-0.3082329,-0.31930506,0.017818917,-0.4656772,-0.2815768,-0.0053053503,-0.567592,-0.19423246,-0.02951709,-0.39273798,-0.42351532,-0.051856827,-0.63136685,-0.4489079,-0.08376629,-0.7731226,-0.44991177,-0.09681593,-0.885063,-0.4530483,-0.10682066,-0.41205806,-0.28938913,-0.09103681,-0.61126506,-0.14971797,-0.12310164,-0.53741574,-0.10001005,-0.10812561,-0.4565754,-0.12606974,-0.094330296,-0.4118094,-0.12028542,-0.12229379,-0.57209176,-0.012881285,-0.12962645,-0.49727237,0.011230082,-0.078484304,-0.4240577,-0.017101,-0.04722731,-0.3929862,0.04132546,-0.15299152,-0.5102782,0.101356834,-0.12937789,-0.44142863,0.117771626,-0.072456606,-0.37830964,0.10277773,-0.03392911
ㅒ,0.0,0.0,0.0,-0.10814866,-0.058164366,-0.05410936,-0.17234355,-0.21975397,-0.088516325,-0.1712289,-0.37841153,-0.122738294,-0.104182065,-0.46934345,-0.14919096,-0.17167158,-0.44081676,-0.060213827,-0.2066503,-0.6501975,-0.09859794,-0.21632688,-0.76998466,-0.115153976,-0.22312662,-0.86811805,-0.1237557,-0.09460481,-0.46749535,-0.062803596,-0.10441623,-0.6933496,-0.12745538,-0.11754423,-0.84664565,-0.16519204,-0.12500083,-0.97510827,-0.18313548,-0.01642817,-0.45409217,-0.068954304,-0.02640171,-0.5437158,-0.14364147,-0.05551812,-0.39454725,-0.14160663,-0.075567454,-0.2866919,-0.115153976,0.061011095,-0.42774528,-0.07968335,0.084471434,-0.58059067,-0.12791784,0.10433386,-0.6818355,-0.13134004,0.113039315,-0.78967243,-0.12236833
ㅒ,0.0,0.0,0.0,-0.10609613,-0.052471645,-0.053659808,-0.17327316,-0.21072944,-0.08762657,-0.16131517,-0.3598672,-0.12219003,-0.095117874,-0.44038185,-0.15074046,-0.17778118,-0.43628988,-0.05893843,-0.22801283,-0.62891066,-0.100432955,-0.2558577,-0.7474187,-0.12154741,-0.2785735,-0.8481346,-0.13375708,-0.098788925,-0.465477,-0.065089166,-0.11827443,-0.68396956,-0.13219646,-0.14023137,-0.8370159,-0.17213035,-0.1543019,-0.9694685,-0.19058256,-0.01748798,-0.4506723,-0.07527919,-0.032172702,-0.5343199,-0.1564322,-0.058151774,-0.38909826,-0.15946166,-0.07482525,-0.28097263,-0.13412431,0.058957394,-0.42172986,-0.08950851,0.071685895,-0.57851434,-0.14174385,0.08256903,-0.68234026,-0.14495693,0.08471925,-0.7896969,-0.1347669
ㅡ,0.0,0.0,0.0,-0.12096708,-0.27458587,0.058962177,-0.31028277,-0.3582438,0.074313775,-0.43356326,-0.28524977,0.077573135,-0.48795158,-0.14615382,0.07437896,-0.44986156,-0.4005829,-0.0016670431,-0.6893706,-0.3967934,0.018823138,-0.82805574,-0.38159093,0.03334359,-0.93000054,-0.36584345,0.03546218,-0.48889756,-0.22551051,-0.03265848,-0.5774163,-0.14523247,0.0037547012,-0.504261,-0.13781476,0.03194207,-0.43422478,-0.14892255,0.03911267,-0.4789001,-0.031825244,-0.051497586,-0.5362921,-0.0048427293,0.00029264827,-0.4692193,-0.009668214,0.037874106,-0.40036523,-0.02132421,0.043284647,-0.44776294,0.13161404,-0.0677944,-0.46600932,0.12197583,-0.0104785245,-0.41175154,0.11886453,0.035592556,-0.35442728,0.11246354,0.05941849
ㅒ,0.0,0.0,0.0,-0.108052544,-0.047220055,-0.052120417,-0.17669165,-0.20483595,-0.084654406,-0.16772835,-0.35744748,-0.11843263,-0.101831414,-0.43391466,-0.14571327,-0.17828879,-0.4364973,-0.05585306,-0.22950341,-0.62957716,-0.096036695,-0.25761896,-0.7480818,-0.11631285,-0.28119212,-0.8472576,-0.1288472,-0.09971932,-0.46914965,-0.06281147,-0.12203955,-0.68741333,-0.12921587,-0.14524068,-0.83958155,-0.1701368,-0.16029726,-0.96860105,-0.1900443,-0.02013206,-0.4550864,-0.07368686,-0.037311755,-0.53770286,-0.15253341,-0.06458714,-0.39434528,-0.15529835,-0.082459934,-0.2866045,-0.13087481,0.054575916,-0.4268324,-0.0888018,0.06960193,-0.58262485,-0.13981473,0.08332387,-0.68547136,-0.14386998,0.087671876,-0.79183596,-0.13502221
ㅒ,0.0,0.0,0.0,-0.10751333,-0.052141625,-0.05240198,-0.17519012,-0.20865747,-0.08678681,-0.15074527,-0.35838294,-0.121811785,-0.066840485,-0.40927577,-0.15070966,-0.17146869,-0.4503346,-0.063421585,-0.20500275,-0.65331256,-0.10141866,-0.21741658,-0.7786441,-0.12236047,-0.2283709,-0.8806391,-0.13836405,-0.090897925,-0.47168875,-0.07046316,-0.09595432,-0.6866926,-0.13827261,-0.10914004,-0.84087133,-0.18390566,-0.11492367,-0.9708511,-0.21033444,-0.01451807,-0.44700816,-0.080202475,-0.01584509,-0.54645294,-0.15336168,-0.04551029,-0.40736142,-0.15427618,-0.0657915,-0.30527902,-0.13306002,0.059025068,-0.40955818,-0.09474288,0.082874104,-0.5651345,-0.14531417,0.10646456,-0.6688309,-0.152813,0.122144334,-0.7785368,-0.14805765
ㅒ,0.0,0.0,0.0,-0.10882045,-0.05136229,-0.053282123,-0.17987838,-0.20736666,-0.088633396,-0.15195043,-0.35371643,-0.12499865,-0.060554095,-0.3962797,-0.15514171,-0.17005342,-0.45593593,-0.06273065,-0.20102884,-0.6585062,-0.10093952,-0.21135893,-0.78367805,-0.12149579,-0.22037701,-0.8861565,-0.13735086,-0.08714098,-0.47449207,-0.07015118,-0.08697506,-0.6893155,-0.1395632,-0.09667402,-0.8429188,-0.18473169,-0.09963603,-0.9725339,-0.21035792,-0.010476693,-0.44788098,-0.08065977,-0.012250144,-0.5459304,-0.15680096,-0.040829517,-0.40138808,-0.15652442,-0.058488097,-0.2967062,-0.13301836,0.06345106,-0.40856227,-0.09614612,0.08976958,-0.5632944,-0.14813598,0.11365541,-0.66726005,-0.15504953,0.12935244,-0.7789863,-0.14933433
ㅡ,0.0,0.0,0.0,-0.11996654,-0.2799268,0.049435087,-0.32031915,-0.36218402,0.060766608,-0.4698899,-0.32446167,0.06391247,-0.5604681,-0.23181494,0.063206255,-0.4191098,-0.39819905,-0.023513611,-0.6708619,-0.40762377,-0.024733435,-0.8129365,-0.3912969,-0.019196076,-0.9259974,-0.37710634,-0.017879948,-0.4499914,-0.2256119,-0.04933857,-0.6269048,-0.21365966,-0.03274254,-0.564806,-0.22288735,0.0011176091,-0.48477095,-0.23171723,0.020721067,-0.44818705,-0.050341718,-0.064778976,-0.56795454,-0.070117235,-0.020945562,-0.51390857,-0.08347697,0.030014198,-0.43936187,-0.08396952,0.05081541,-0.42339826,0.09563066,-0.079224266,-0.4873478,0.04872927,-0.020062793,-0.44619346,0.035798922,0.032871157,-0.388905,0.04171342,0.062885255
ㅒ,0.0,0.0,0.0,-0.116566025,-0.05078813,-0.053159647,-0.19546941,-0.2045975,-0.0881404,-0.15385948,-0.3406531,-0.12408266,-0.05632355,-0.35809,-0.15530893,-0.16705005,-0.46302617,-0.066758186,-0.18330495,-0.66199803,-0.10705014,-0.18172094,-0.78934497,-0.13195792,-0.18000098,-0.8960321,-0.15027243,-0.08339128,-0.47718635,-0.07467922,-0.09106711,-0.6853618,-0.14340448,-0.100535065,-0.8386864,-0.18772565,-0.10213478,-0.97193956,-0.21190082,-0.0043021375,-0.44846305,-0.085896865,0.006139401,-0.52540445,-0.16290945,-0.024200656,-0.38374326,-0.16547349,-0.047080483,-0.28067318,-0.14193933,0.074725404,-0.4084635,-0.10210522,0.103669316,-0.5677643,-0.15265332,0.12801574,-0.66608196,-0.15796454,0.14337058,-0.7707414,-0.15027243
ㅡ,0.0,0.0,0.0,-0.14151108,-0.22639908,0.06932033,-0.33593494,-0.29458877,0.0779692,-0.46664175,-0.2481285,0.07035303,-0.54705834,-0.14857797,0.056831095,-0.45190457,-0.37615016,-0.005598897,-0.6898054,-0.36441058,-0.004457278,-0.83004963,-0.35045144,-0.0007061734,-0.94016224,-0.34070554,-0.0038219248,-0.47797364,-0.24089599,-0.05302246,-0.60622203,-0.060082335,-0.04040415,-0.52691704,-0.028261194,-0.014893205,-0.45499307,-0.05906796,-0.0051753283,-0.46507704,-0.06710762,-0.08868291,-0.55451584,0.062635064,-0.05586239,-0.48135498,0.0772163,-0.008011222,-0.41479817,0.046642803,0.008201376,-0.4319684,0.086854,-0.12147117,-0.4884204,0.15492716,-0.069965206,-0.4273398,0.16693905,-0.013134385,-0.36810574,0.14503452,0.018605031
ㅒ,0.0,0.0,0.0,-0.11562314,-0.05622905,-0.045731515,-0.19135338,-0.21033324,-0.079499826,-0.15584418,-0.351692,-0.11602847,-0.06300167,-0.36833543,-0.1475885,-0.17077057,-0.46127766,-0.06367381,-0.1897608,-0.6602436,-0.104803056,-0.18761547,-0.786992,-0.13222255,-0.18592808,-0.89393234,-0.15467341,-0.08791883,-0.47613764,-0.07572734,-0.10150797,-0.6818064,-0.14786452,-0.114917845,-0.8326316,-0.1978269,-0.12013644,-0.966089,-0.22855885,-0.0091146,-0.44869316,-0.08943709,-0.0030355458,-0.53747755,-0.16332251,-0.031115025,-0.3954088,-0.16111423,-0.052991513,-0.29232702,-0.1374672,0.07058991,-0.4102098,-0.108299494,0.10002592,-0.5705696,-0.1583539,0.12527184,-0.67034227,-0.16341452,0.13936062,-0.7744172,-0.15669766
ㅡ,0.0,0.0,0.0,-0.099970356,-0.30546466,0.046301704,-0.29556644,-0.42571098,0.12448095,-0.40568367,-0.35773352,0.21024257,-0.44585714,-0.25521082,0.2934875,-0.48238337,-0.33221737,0.05901429,-0.7060975,-0.3310816,0.12938529,-0.8296443,-0.33148324,0.16584527,-0.9278984,-0.3237271,0.18494643,-0.50401205,-0.14397532,0.080728956,-0.5450104,-0.2245822,0.20107916,-0.4690739,-0.2706477,0.25296205,-0.4029751,-0.26096377,0.26819137,-0.46762446,-0.0009696671,0.107702896,-0.46618113,-0.11229751,0.21334004,-0.39487934,-0.14846553,0.20804852,-0.3346428,-0.14167053,0.17900959,-0.42647672,0.0937933,0.1390004,-0.41296732,-0.0037520546,0.21876064,-0.3650771,-0.02662819,0.22521375,-0.29792976,-0.025660815,0.21682473
ㅒ,0.0,0.0,0.0,-0.117370896,-0.04812233,-0.052741535,-0.19943666,-0.20356765,-0.08727913,-0.17216106,-0.3529613,-0.12321691,-0.07701319,-0.36798456,-0.15271388,-0.17459266,-0.45775416,-0.06520307,-0.21695122,-0.6570835,-0.10193427,-0.23486626,-0.77840406,-0.122376814,-0.25201118,-0.87954026,-0.14132582,-0.08794446,-0.48016757,-0.07407083,-0.091644794,-0.68850416,-0.14543298,-0.10331626,-0.8400941,-0.19210543,-0.10703876,-0.969415,-0.22085561,-0.011646044,-0.45345217,-0.08583228,-0.012578455,-0.5423152,-0.16204837,-0.042164758,-0.3904936,-0.158968,-0.060728095,-0.281043,-0.13432494,0.06359927,-0.41610545,-0.10333444,0.09289095,-0.56947076,-0.15766115,0.121116824,-0.67028207,-0.16662227,0.13924846,-0.77876437,-0.16307516
ㅡ,0.0,0.0,0.0,-0.15196148,-0.21723653,0.04767516,-0.3403483,-0.2786892,0.043809626,-0.49009627,-0.23019718,0.031505927,-0.58070487,-0.13827883,0.017238036,-0.42868116,-0.32814202,-0.047454588,-0.67623764,-0.35027432,-0.07089918,-0.8207947,-0.34713125,-0.07812741,-0.9334783,-0.3486644,-0.08397285,-0.4383325,-0.16053425,-0.08516708,-0.63265455,-0.07692946,-0.10182342,-0.54822487,-0.049427047,-0.07573895,-0.4543619,-0.07075093,-0.0540857,-0.421448,0.02214442,-0.11188009,-0.5685677,0.06380312,-0.0970465,-0.494554,0.07479543,-0.03639226,-0.4189165,0.05915444,-0.0020424707,-0.38392127,0.17890087,-0.1363932,-0.48993355,0.18198207,-0.095538005,-0.42895046,0.174971,-0.030373976,-0.36910328,0.16533087,0.012484693
ㅡ,0.0,0.0,0.0,-0.099061176,-0.28305197,0.090869956,-0.2752189,-0.36745837,0.12870541,-0.39485234,-0.32942814,0.15095776,-0.44875807,-0.21391076,0.16224429,-0.441013,-0.39522952,0.026886355,-0.6740876,-0.4035878,0.06239718,-0.81200343,-0.39687836,0.08464955,-0.9192458,-0.38215172,0.094589375,-0.49507818,-0.21914577,-0.0026986406,-0.54010576,-0.17297946,0.07066967,-0.46663478,-0.17748106,0.11504616,-0.39719757,-0.17802148,0.1281924,-0.47897384,-0.025948128,-0.01784284,-0.47817323,-0.034250766,0.057683777,-0.4166406,-0.03950045,0.0872788,-0.35279748,-0.035048597,0.08375176,-0.44667965,0.13063897,-0.025922954,-0.44064668,0.10678644,0.04812872,-0.39093047,0.10373098,0.09061344,-0.3304516,0.10436011,0.109338775
ㅡ,0.0,0.0,0.0,-0.13908863,-0.20796515,0.03691367,-0.3267596,-0.2815933,0.021825442,-0.47121638,-0.21696568,-0.0025734582,-0.5608056,-0.1072983,-0.028844679,-0.4185297,-0.36983082,-0.06072894,-0.66234905,-0.37327617,-0.09601315,-0.81069195,-0.3640135,-0.112934515,-0.92505974,-0.35838985,-0.12578224,-0.42891625,-0.227769,-0.10108956,-0.6130784,-0.056335825,-0.13085864,-0.532354,-0.009958594,-0.11387459,-0.45166415,-0.046210773,-0.100713514,-0.4173789,-0.053131398,-0.1322374,-0.5693889,0.07585525,-0.13649909,-0.4902963,0.09385071,-0.08109726,-0.41639856,0.055803627,-0.048946645,-0.38761228,0.10914235,-0.16206917,-0.4983161,0.18493181,-0.13700046,-0.4262485,0.19011147,-0.076083526,-0.36254305,0.1634254,-0.03531554
ㅣ,0.0,0.0,0.0,-0.18757498,-0.03710138,-0.096794985,-0.3237496,-0.10335501,-0.17767927,-0.3393753,-0.20843042,-0.25458562,-0.2143482,-0.21560964,-0.3182323,-0.23030314,-0.5607612,-0.124905586,-0.351894,-0.5172223,-0.20914902,-0.31446114,-0.33024648,-0.2384972,-0.26315254,-0.26712903,-0.24680662,-0.11931702,-0.5770723,-0.12561277,-0.24025562,-0.48825514,-0.21109377,-0.20743477,-0.2681097,-0.21975678,-0.17123827,-0.22862722,-0.21250814,-0.012682797,-0.5426517,-0.1382537,-0.12944202,-0.49037033,-0.23867397,-0.13607457,-0.2798056,-0.23531483,-0.11062597,-0.17967878,-0.20791143,0.08237846,-0.49162108,-0.1571709,0.074900895,-0.68028456,-0.22028716,0.07967614,-0.8224321,-0.23372369,0.084366575,-0.96906084,-0.23195572
ㅣ,0.0,0.0,0.0,-0.14592233,0.018272348,-0.11686953,-0.27687186,-0.04944979,-0.18150592,-0.19046201,-0.15821633,-0.23301588,-0.043023705,-0.17885782,-0.2679594,-0.27310884,-0.51017433,-0.10917471,-0.2511549,-0.4242414,-0.1924597,-0.2099294,-0.24862589,-0.24351703,-0.19180806,-0.19287227,-0.2690457,-0.1502595,-0.5740262,-0.093151405,-0.121118985,-0.43407276,-0.16656895,-0.097426996,-0.24471082,-0.19101128,-0.10891243,-0.21539378,-0.20169348,-0.026180692,-0.5580131,-0.09192928,-0.0063641556,-0.46859193,-0.18757124,-0.0030163745,-0.27932337,-0.19517551,-0.010346808,-0.19124775,-0.17806588,0.0913526,-0.5183362,-0.09867356,0.10020291,-0.69662607,-0.16367206,0.123164915,-0.8334529,-0.17390165,0.1382836,-0.97595876,-0.16847001
ㅣ,0.0,0.0,0.0,-0.18111151,0.018777344,-0.08809138,-0.32660785,-0.018577913,-0.1555135,-0.36422464,-0.1277266,-0.22160491,-0.26852015,-0.19393723,-0.27554262,-0.32693547,-0.42635307,-0.097849846,-0.41930014,-0.41720295,-0.1848776,-0.36312532,-0.25190908,-0.22071777,-0.30916458,-0.1745244,-0.22870196,-0.22594804,-0.48450157,-0.09918054,-0.30653593,-0.4359009,-0.19836202,-0.2510328,-0.23030263,-0.22355661,-0.20819874,-0.15907717,-0.22071777,-0.1168972,-0.5017882,-0.1135521,-0.19908854,-0.47662488,-0.21734668,-0.18345304,-0.2771133,-0.22923426,-0.14904934,-0.16969498,-0.20883018,-0.013156917,-0.49732107,-0.1334239,-0.04510949,-0.69037026,-0.19357151,-0.07040471,-0.8305062,-0.21433042,-0.09419717,-0.9713795,-0.21805637
ㅣ,0.0,0.0,0.0,-0.16458969,0.026632316,-0.14686412,-0.30974522,-0.0046043936,-0.24188308,-0.26830864,-0.101292156,-0.3228323,-0.12953177,-0.12615769,-0.38739893,-0.30313563,-0.51721585,-0.15033337,-0.32680777,-0.41919467,-0.2526763,-0.27341214,-0.2426286,-0.30818436,-0.24204525,-0.19095348,-0.33478194,-0.17527501,-0.57299274,-0.12913239,-0.18508615,-0.4345602,-0.21991116,-0.14349732,-0.23903048,-0.24400318,-0.14597502,-0.23410593,-0.25229087,-0.04463872,-0.55199623,-0.12575951,-0.054395497,-0.46075335,-0.2372574,-0.04460431,-0.2601587,-0.2436177,-0.04155512,-0.17819712,-0.22415134,0.07749294,-0.51430064,-0.13298711,0.079058826,-0.679333,-0.20487772,0.09720691,-0.8172433,-0.21798378,0.10863899,-0.97036105,-0.21586369
